 Company  Names!!,Car_Name @,Tipo de motor  ,CC / Batt.Capacidad , Horse Power(HP)! ,velocidad max kmh ,0_100 km/h  (seg) ,Precio $$ coche,TipoCombustible  ,  Num Asientos ,Par motor (Nm)??
Gmc,Hummer EV Adventure Series,"Electric motors with up to 11,500 lb-ft torque",200kWh,Upto830hp,170km/h,3.6 sec,"$105,000 ",ELECTRIC,5,"15,590 Nm"
Kia,Rio,1.6L 4-Cylinder,1591cc,120hp,180km/h,10.3 sec,"$17,000 ",Petrol,5,151 Nm
Kia,Rio 5-Door,1.6L 4-Cylinder,1591cc,120hp,180km/h,10.3 sec,"$18,000 ",Petrol,5,151 Nm
Kia,Seltos Nightfall Edition,1.6L Turbocharged 4-Cylinder,1591cc,175hp,210km/h,7.5 sec,28.000€,Petrol,5,264 Nm
Peugeot,508 PSE ( Sport Engineered),Hybrid I4 + Electric Motor,"1,599cc(petrol)+ElectricMotor",360hp,250km/h,5.2 sec,"$55,000 ",hybrid,5,520 Nm
Kia,Sorento X-Line,2.5L Turbocharged 4-Cylinder,2500cc,277hp,220km/h,7.0 sec,"$42,000 ",Petrol,7,421Nm
Kia,Telluride SX,3.8L V6,3778cc,291hp,240km/h,7.0 sec,"$50,000 ",PETROL,7,355 Nm
Kia,Forte LXS,2.0L 4-Cylinder,1999cc,147hp,,9.2 sec,"$19,000 ",Petrol,5,179 Nm
Kia,K5 EX,1.6L Turbocharged 4-Cylinder,1591cc,180hp,220km/h,7.8 sec,"$28,500 ",Petrol,5,264 Nm
Kia,Niro Plug-In Hybrid,1.6L 4-Cylinder Hybrid,1591cc,139-hp,180km/h,10.5 sec,"$33,000 ",Hybrid,5,265 Nm
Kia,EV6 Wind,Electric Motor,77.4kWh,225hp,190km/h,5.2 sec,"$50,000 ",Electric,5,350 Nm
Kia,Soul Turbo,1.6L Turbocharged 4-Cylinder,1591cc,201hp,200km/h,6.5 sec,"$28,000 ",Petrol,5,264 Nm
Kia,Seltos SX,1.6L Turbocharged 4-Cylinder,1591cc,N/A,210km/h,7.5 sec,28.500€,Petrol,5,264 Nm
Kia,Stinger Scorpion Edition,2.5L Turbocharged 4-Cylinder,2500cc,300hp,270km/h,5.0 sec,"$55,000 ",Petrol,5,422 Nm
Kia,Sorento Hybrid SX Prestige,1.6L Hybrid Turbocharged 4-Cylinder,1591CC,227hp,200km/h,7.9 sec,"$47,000 ",Hybrid,7,352 Nm
Kia,Carnival EX,3.5L V6,3500cc,290hp,220km/h,8.0 sec,42.500€,Petrol,8,355 Nm
Kia,Telluride Nightfall Edition,3.8L V6,3778CC,291hp,240 KMH,7.0 sec,"$51,000 ",Petrol,7,355 Nm
Peugeot,508 Plug-In Hybrid,Hybrid I4 + Electric Motor,"1,598cc(petrol)+ElectricMotor",225hp,210km/h,7.5 sec,"$44,000 ",Hybrid,5,360 Nm
Kia,EV6 First Edition,Electric Motor,77.4kWh,320hp,230km/h,5.0 sec,"$58,000 ",Electric,5,450 Nm
Kia,Niro Touring,1.6L 4-Cylinder Hybrid,1591cc,139hp,180km/h,10.5 sec,"$33,000 ",Hybrid,5,265 Nm
Kia,Forte GT-Line,1.6L Turbocharged 4-Cylinder,1591cc,201hp,200km/h,6.5 sec,"$25,000 ",Petrol,5,264 Nm
Kia,Seltos EX,2.0L 4-Cylinder,"199,9 cc",146hp,190km/h,9.0 sec,"$23,500 ",Petrol,5,179 Nm
Peugeot,3008 Plug-In Hybrid,Hybrid I4 + Electric Motor,"1,598cc(petrol)+ElectricMotor",225hp,210km/h,7.0 sec,"$42,000 ",Hybrid,5,360 Nm
Kia,Sorento LX,2.5L 4-Cylinder,2500cc,191hp,210km/h,8.5 sec,,Petrol,7,246 Nm
Kia,Telluride EX,3.8L V6,3778cc,291hp,240km/h,7.0 sec,"$44,000 ",Petrol,7,355 Nm
Kia,Soul EX,2.0L 4-Cylinder,1999cc,147hp,190km/h,9.5 sec,"$22,000 ",Petrol,5,179 Nm
Kia,Forte FE,2.0L 4-Cylinder,1999cc,147hp,190 KMH,9.2 sec,"$18,500 ",Petrol,5,179 Nm
Kia,K5 GT-Line,1.6L Turbocharged 4-Cylinder,1591cc,180-hp,220km/h,7.8 sec,"$29,000 ",Petrol,5,264 Nm
Kia,Carnival LXS,3.5L V6,3500cc,290hp,220km/h,8.0 sec,"$39,500 ",Petrol,8,355
Kia,EV6 Light,Electric Motor,77.4kWh,225hp,190 KMH,5.2 sec,46.000€,Electric,5,350 Nm
Kia,Niro EX,1.6L 4-Cylinder Hybrid,1591cc,139hp,180km/h,10.5 sec,"$30,000 ",HYBRID,5,265 Nm
Kia,Stinger GT,3.3L Turbocharged V6,3300cc,365hp,270km/h,4.7 sec,"$51,500 ",Petrol,5,510 Nm
Kia,Sorento SX Prestige,2.5L Hybrid Turbocharged 4-Cylinder,1591cc,227hp,200km/h,7.9 sec,"$48,000 ",HYBRID,7,352 Nm
Kia,Telluride SX Prestige,3.8L V6,3778cc,,N/A,7.0 sec,"$52,000 ",Petrol,7,355Nm
Peugeot,508 Hybrid4,Hybrid I4 + Electric Motor,desconocido,300hp,235km/h,6.0 sec,"$47,000 ",Hybrid,5,520 Nm
Kia,EV6 GT Performance,Electric Motor,774 cc,577hp,260km/h,3.5 sec,65.000€,Electric,5,740 Nm
Kia,Niro SX Touring,1.6L 4-Cylinder Hybrid,1591cc,139hp,180km/h,10.5 sec,"$34,500 ",Hybrid,5,265 Nm
Kia,Carnival SX Prestige,3.5L V6,3500cc,290hp,220km/h,8.0 sec,"$47,000 ",Petrol,8,355 Nm
Kia,Seltos SX Turbo,1.6L Turbocharged 4-Cylinder,1591cc,175hp,210km/h,7.5 sec,"$32,000 ",Petrol,5,264 Nm
Kia,Forte EX Premium,2.0L 4-Cylinder,1999cc,147hp,190km/h,9.2 sec,"$22,500 ",Petrol,cinco,179 Nm
Kia,Soul EX Designer Edition,2.0L 4-Cylinder,1999cc,147hp,190km/h,9.5 sec,"$23,500 ",Petrol,5,179 Nm
Kia,Rio S,1.6L 4-Cylinder,1591cc,120hp,N/A,10.3 sec,"$17,500 ",Petrol,,151 Nm
Kia,Rio 5-Door S,1.6L 4-Cylinder,1591cc,120hp,180km/h,10.3 sec,"$18,000 ",Petrol,5,151 Nm
Kia,Soul S,2.0L 4-Cylinder,,147hp,,9.5 sec,"$20,500 ",Petrol,5,179 Nm
Kia,Seltos LX,2.0L 4-Cylinder,1999cc,146hp,190km/h,9.2 sec,"$23,000 ",Petrol,5,179 Nm
Peugeot,3008 Hybrid4,Hybrid I4+ Electric Motor,desconocido,N/A,235km/h,6.0 sec,"$45,000 ",Hybrid,5,520 Nm
Kia,Sorento Hybrid EX,1.6L Hybrid Turbocharged 4-Cylinder,1591cc,227hp,200km/h,7.9 sec,"$47,000 ",Hybrid,7,352 Nm
Kia,Telluride LX,3.8L V6,3778cc,291hp,240km/h,7.0 sec,"$41,500 ",Petrol,7,355 Nm
Kia,Carnival MPV EX,3.5L V6,3500cc,290hp,220km/h,8.0 sec,"$43,500 ",Petrol,8,355 Nm
Kia,EV6 AWD GT-Line,Electric Motor,77.4kWh,320hp,230km/h,5.0 sec,"$60,000 ",ELECTRIC,5,450 Nm
Kia,Forte GT Turbo,1.6L Turbocharged 4-Cylinder,1591cc,201hp,200km/h,6.5 sec,??,Petrol,5,264 Nm
Kia,Soul GT Designer Edition,2.0L 4-Cylinder,1999cc,147hp,190km/h,9.5 sec,??,Petrol,5,179 Nm
Kia,Seltos X-Line Turbo,1.6L Turbocharged 4-Cylinder,1591cc,175hp,210,7.5 sec,"$30,000 ",Petrol,5,264 Nm
Peugeot,e-2008 GT,Electric Motor,50kWh,136hp,200km/h,8.5 sec,??,Electric,5,260 Nm
Kia,Telluride Limited Edition,3.8L V6,3778CC,291hp,240 Km/h,7.0 sec,"$53,000 ",Petrol,7,355 Nm
Kia,Stinger GT-Line,2.5L Turbocharged 4-Cylinder,2500cc,300hp,270km/h,5.0 sec,50.000€,Petrol,5,422Nm
Kia,Carnival Special Edition,3.5L V6,3500cc,290hp,220km/h,8.0 sec,"$45,500 ",Petrol,8,355 Nm
Kia,Niro SX Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591cc,139hp,180km/h,10.5 sec,"$36,000 ",Hybrid,5,265 Nm
Kia,EV6 First Edition AWD,Electric Motor,77.4kWh,320hp,230km/h,5.0 sec,,Electric,5,450 nm
Kia,Sorento X-Pro Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591cc,227hp,200km/h,7.8 sec,"$49,000 ",Hybrid,,352
Kia,Forte Limited Edition,2.0L 4-Cylinder,1999cc,147hp,190km/h,9.2 sec,"$22,500 ",Petrol,5,179 Nm
Bugatti,Chiron,8.0L Quad-Turbo W16,7993cc,1500hp,420km/h,2.5 sec,"$3,000,000 ",PETROL,2,1600 Nm
Bugatti,Chiron Pur Sport,8.0L Quad-Turbo W16,7993cc,1500hp,350km/h,2.3 sec,"$3,300,000 ",Petrol,2,1600 Nm
Bugatti,Chiron Super Sport,8.0L Quad-Turbo W16,7993cc,1600hp,N/A,2.4 sec,??,Petrol,dos,1600 Nm
Bugatti,Chiron Sport,8.0L Quad-Turbo W16,7993 cc,1500hp,420km/h,2.4 sec,3.300.000€,Petrol,2,1600Nm
Bugatti,Chiron Noire,8.0L Quad-Turbo W16,7993cc,,420km/h,2.5 sec,,Petrol,2,1600 Nm
Bugatti,Divo,8.0L Quad-Turbo W16,7993cc,1500hp,380km/h,2.4 sec,??,Petrol,,1600 Nm
Bugatti,Centodieci,8.0L Quad-Turbo W16,7993cc,1600hp,380km/h,2.4 sec,"$9,000,000 ",Petrol,2,1600 Nm
Bugatti,La Voiture Noire,8.0L Quad-Turbo W16,7993cc,1500hp,420km/h,2.5 sec,"$18,000,000 ",Petrol,2,1600 Nm
Bugatti,Bolide,8.0L Quad-Turbo W16,7993cc,1850hp,,2.2 sec,"$4,500,000 ",Petrol,2,1600 Nm
Bugatti,Mistral,8.0L Quad-Turbo W16,7993cc,1600hp,,2.4 sec,"$5,000,000 ",Petrol,2,1600 Nm
Volvo,FH,13.0L I6 Turbo Diesel,13000cc,540hp,120km/h,15.0 sec,"$120,000 ",Diesel,2,2600 Nm
Volvo,FH16,16.1L I6 Turbo Diesel,16100cc,750 hp,120km/h,14.5 sec,"$160,000 ",Diesel,2,3500 Nm
Volvo,FM,12.8L I6 Turbo Diesel,12800cc,460hp,110km/h,16.0 sec,"$100,000 ",diesel,2,2200 Nm
Volvo,FMX,13.0L I6 Turbo Diesel,13000cc,500hp,110km/h,16.5 sec,"$110,000 ",DIESEL,2,2500 Nm
Volvo,VNL,12.8L I6 Turbo Diesel,12800CC,500-hp,120km/h,15.0 sec,"$125,000 ",Diesel,2,2400 Nm
Volvo,VNR,12.8L I6 Turbo Diesel,12800cc,400hp,110km/h,17.0 sec,"$95,000 ",diesel,2,1800 Nm
Volvo,VHD,12.8L I6 Turbo Diesel,12800cc,,100km/h,18.0 sec,"$120,000 ",Diesel,dos,2500 Nm
Volvo,FE,7.7L I6 Turbo Diesel,7700cc,280hp,90km/h,20.0 sec,"$85,000 ",Diesel,2,1200 N·m
Volvo,FL,5.1L I4 Turbo Diesel,5100cc,180hp,80km/h,22.0 sec,"$75,000 ",Diesel,2,800 Nm
Jaguar,F-Type,V6 / V8 Petrol,2995cc(V6),335hp,260km/h,5.1 sec,"$70,000 ",Petrol,2,450 Nm
Jaguar,XE,I4 Petrol,1999cc(I4),250hp,250km/h,6.5 sec,??,Petrol,cinco,365 Nm
Jaguar,XF,I4 Petrol,1999cc(I4),250 hp,N/A,6.5 sec,"$50,000 ",PETROL,5,365 Nm
Jaguar,XJ,V6 Petrol,2995cc(V6),300hp,250km/h,6.0 sec,"$85,000 ",petrol,5,400 Nm
Jaguar,E-PACE,I4 Petrol,1999cc(I4),200hp,230km/h,7.0 sec,"$50,000 ",Petrol,5,430 N·m
Jaguar,I-PACE,Electric (Dual Motor),90kWh(Battery),400HP,200km/h,4.8 sec,"$70,000 ",Electric,5,696 Nm
Jaguar,F-PACE,I4 Petrol / V6 Petrol,1999429956 cm3,250hp/340hp,230 kmh,7.2 sec / 5.4 sec,"$55,000 / $65,000",Petrol,5,365 Nm / 480 Nm
Jaguar,X-TYPE,I4 Petrol,1998cc(I4),160hp,215km/h,9.0 sec,"$40,000 ",Petrol,5,215 Nm
Jaguar,F-PACE R-Dynamic,I4 Petrol / V6 Petrol,1999cc(I4)/2995cc(V6),340hp,250km/h,5.4 sec,"$65,000 ",Petrol,5,480 Nm
Jaguar,XE R-Dynamic,I4 Petrol,1999cc(I4),340hp,250km/h,5.4 sec,"$60,000 ",Petrol,5,450 Nm
Jaguar,F-Type SVR,V8 Petrol,5000cc(V8),575hp,320km/h,3.7 sec,??,Petrol,2,700 Nm
Jaguar,I-PACE Electric Performance,Electric (Dual Motor),90kWh(Battery),400hp,200km/h,4.5 sec,"$85,000 ",Electric,5,696 Nm
Jaguar,F-PACE SVR,V8 Petrol,5000cc(V8),550hp,283km/h,4.0 sec,"$85,000 ",Petrol,5,700 Nm
Jaguar,XE S,I4 Petrol,desconocido,340hp,250km/h,5.3 sec,??,Petrol,5,450Nm
Jaguar,XF R-Dynamic,I4 Petrol / V6 Petrol,1999cc(I4)/2995cc(V6),340hp,250km/h,5.4 sec,"$65,000 ",Petrol,5,480 Nm
Jaguar,XJ LWB (Long Wheelbase),V6 Petrol,2995cc(V6),300hp,250km/h,6.0 sec,"$90,000 ",Petrol,5,400 Nm
Jaguar,F-Type Heritage Edition,V8 Petrol,5000cc(V8),550hp,300km/h,3.9 sec,"$110,000 ",Petrol,2,680 Nm
Jaguar,I-PACE S,I4 Petrol,1999cc(I4),200 hp,230km/h,7.0 sec,"$50,000 ",Petrol,5,430 Nm
Jaguar,I-PACE HSE,Electric (Dual Motor),90kWh(Battery),400hp,200 kmh,4.5 sec,"$90,000 ",Electric,5,696 Nm
Jaguar,F-Type V8 R,V8 Petrol,,550hp,300km/h,3.9 sec,"$100,000 ",Petrol,2,680 Nm
Jaguar,F-Type R-Dynamic,I4 Petrol / V6 Petrol,1999cc(I4)/2995cc(V6),300hp,250km/h,5.1 sec,,Petrol,2,400 Nm
Jaguar,XE P300 R-Dynamic,I4 Petrol,1999cc(I4),300hp,250km/h,5.5 sec,"$55,000 ",Petrol,5,400 Nm
Jaguar,XF Sportbrake,I4 Petrol / V6 Petrol,1999cc(I4)/2995cc(V6),N/A,250km/h,6.5 sec,"$60,000 ",Petrol,5,400 Nm
Jaguar,I-PACE EV400 HSE,Electric (Dual Motor),90kWh(Battery),400hp,200km/h,4.5 sec,"$85,000 ",Electric,5,696 Nm
Jaguar,F-PACE S 30t AWD,I4 Petrol,1999cc(I4),247hp,225km/h,6.4 sec,"$60,000 ",Petrol,5,365 N·m
Jaguar,E-PACE R-Dynamic,I4 Petrol,1999cc(I4),246hp,230km/h,6.8 sec,"$55,000 ",Petrol,5,430 N·m
Jaguar,XJ50,V6 Petrol,2995cc(V6),300hp,250km/h,6.0 sec,"$80,000 ",Petrol,5,400
Jaguar,F-Type 75th Anniversary Edition,V8 Petrol,5000cc(V8),550hp,300km/h,3.9 sec,??,Petrol,2,680 Nm
Jaguar,F-PACE S AWD,I4 Petrol / V6 Petrol,1999cc(I4)/2995cc(V6),340hp,250km/h,5.4 sec,"$65,000 ",Petrol,5,480 Nm
Jaguar,XE SE,I4 Petrol,1999cc(I4),250-hp,240km/h,6.2 sec,"$50,000 ",Petrol,5,365 Nm
Jaguar,F-Type V6 S Convertible,V6 Petrol,2995cc(V6),380hp,280,4.8 sec,"$80,000 ",Petrol,2,460 Nm
Jaguar,XE R-Sport AWD,I4 Petrol / V6 Petrol,1999cc(I4)/2995cc(V6),300hp,250km/h,5.5 sec,"$55,000 ",Petrol,5,400 Nm
Jaguar,XF Portfolio AWD,I4 Petrol / V6 Petrol,1999cc(I4)/2995cc(V6),340hp,250km/h,5.4 sec,"$60,000 ",Petrol,5,450 Nm
Jaguar,F-Type Coupe R,V8 Petrol,5000cc(V8),550hp,300km/h,3.9 sec,"$100,000 ",Petrol,2,680 Nm
Jaguar,I-PACE First Edition,Electric (Dual Motor),90kWh(Battery),400hp,200 Km/h,4.5 sec,"$85,000 ",Electric,5,696 Nm
Jaguar,F-PACE Prestige AWD,I4 Petrol / V6 Petrol,1999429956 cm3,340hp,250km/h,5.4 sec,"$65,000 ",Petrol,5,480 Nm
Jaguar,XJ Supercharged,V8 Petrol,5000cc(V8),510hp,280km/h,4.2 sec,"$90,000 ",Petrol,,625 N·m
Jaguar,F-Type P450 AWD,V8 Petrol,5000cc(V8),450hp,290km/h,4.0 sec,"$90,000 ",Petrol,2,600 Nm
Jaguar,F-PACE P400e Plug-in Hybrid,I4 Petrol + Electric Motor,1999cc(I4)+Electric,398hp,220km/h,5.1 sec,"$75,000 ",Plug-In Hybrid,5,640 Nm
Jaguar,F-Type P300 Coupe,I4 Petrol,1999cc(I4),300hp,250km/h,5.5 sec,"$60,000 ",PETROL,2,400 Nm
Acura,NSX Type S,Twin-Turbo V6 Hybrid,"3,493cc(V6)",600hp,307km/h,2.9 sec,"$157,000 ",Hybrid,2,666 Nm
Acura,TLX PMC Edition,V6,"3,500cc(V6)",290hp,250 KMH,5.7 sec,"$62,000 ",Petrol,5,362 Nm
Acura,MDX Advance,V6,"3,500cc(V6)",290hp,190km/h,6.0 sec,"$60,000 ",Petrol,7,362 Nm
Acura,RDX Technology,I4 Turbocharged,"1,500cc(I4)",272hp,210km/h,6.6 sec,"$45,000 ",Petrol,5,400 Nm
Acura,ILX Premium,I4,"2,400cc(I4)",201hp,200,6.6 sec,"$30,000 ",Petrol,,180 Nm
Acura,TLX A-Spec,V6,"3,500cc(V6)",290hp,250km/h,5.7 sec,"$50,000 ",Petrol,5,362 Nm
Acura,RDX SH-AWD,I4 Turbocharged,"1,500cc(I4)",272hp,210km/h,6.6 sec,"$50,000 ",Petrol,5,400 Nm
Acura,MDX SH-AWD,V6,"3,500cc(V6)",,190 kmh,6.0 sec,"$55,000 ",Petrol,7,362 Nm
Acura,RDX Platinum Elite,I4 Turbocharged,"1,500cc(I4)",272hp,210km/h,6.6 sec,,Petrol,5,400 Nm
Acura,TLX A-Spec Sedan,V6,"3,500cc(V6)",290hp,N/A,5.7 sec,"$50,000 ",PETROL,5,362 Nm
Acura,TLX 2.4L,Inline-4,"2,400cc",206hp,210 kmh,6.0 sec,"$35,000 ",PETROL,5,247 Nm
Acura,MDX Hybrid,V6 Hybrid,"3,500cc",321hp,190km/h,6.0 sec,"$55,000 ",Hybrid,7,335 Nm
Acura,RDX Hybrid,Inline-4 Hybrid,"1,500cc",247hp,210km/h,6.6 sec,"$50,000 ",Hybrid,5,400 Nm
Acura,ILX Technology Package,Inline-4,,201-hp,200km/h,6.6 sec,"$30,000 ",Petrol,5,180 Nm
Acura,NSX GT3 (Track Version),Twin-Turbo V6 Hybrid,"3,493cc",500hp,300km/h,3.0 sec,"$150,000 ",Hybrid,2,600 nm
Acura,RDX Turbo AWD,Inline-4 Turbocharged,"1,500cc",272hp,210km/h,6.6 sec,"$45,000 ",Petrol,5,400 nm
Acura,TLX 3.5L V6,V6,"3,500cc",290hp,250km/h,5.7 sec,"$50,000 ",Petrol,5,362 Nm
Acura,ILX Special Edition,Inline-4,"2,400cc",201hp,200km/h,6.6 sec,"$30,000 ",Petrol,5,180 Nm
Acura,MDX SH-AWD w/Technology Package,V6,"3,500cc",290hp,190km/h,6.0 sec,"$55,000 ",Petrol,siete,362 Nm
Acura,NSX 3.5L Hybrid Coupe,Twin-Turbo V6 Hybrid,"3,493cc",537hp,307km/h,2.9 sec,"$157,000 ",hybrid,2,666 Nm
Acura,MDX Elite,V6,"350,0 cc",290hp,190km/h,6.0 sec,"$58,000 ",Petrol,7,362 Nm
Acura,TLX V6 Advance,V6,"3,500cc",290hp,250km/h,5.7 sec,"$46,000 ",Petrol,5,362 Nm
Acura,NSX Carbon Edition,Twin-Turbo V6 Hybrid,desconocido,537hp,307km/h,2.9 sec,,Hybrid,2,666 Nm
Acura,RDX Turbo SH-AWD,Turbocharged I4,"1,500cc",272hp,210km/h,6.6 sec,"$42,000 ",Petrol,5,400 Nm
Acura,ILX Technology Plus,Inline-4,"2,400cc",201hp,200km/h,6.6 sec,"$28,000 ",Petrol,5,180 Nm
Acura,TLX Type S PMC Edition,Turbocharged V6,"3,000cc",355hp,250km/h,5.1 sec,"$54,000 ",Petrol,5,480 Nm
Acura,MDX Sport Hybrid,V6 Hybrid,"3,500cc",321hp,190km/h,6.0 sec,"$52,000 ",Hybrid,7,335 Nm
Peugeot,208,Inline-4,"1,199cc",82hp,180km/h,10.5 sec,"$22,000 ",Petrol,5,160 Nm
Peugeot,2008,Inline-4,"1,199cc",100hp,190km/h,9.0 sec,,Petrol,5,205 Nm
Peugeot,301,Inline-4,"1,598cc",115hp,185km/h,10.0 sec,23.500€,Petrol,5,150 Nm
Peugeot,308,Inline-4,1598CC,130hp,200km/h,8.0 sec,"$28,000 ",PETROL,5,230 Nm
Peugeot,3008,Inline-4,"1,598cc",180hp,210km/h,7.5 sec,"$32,000 ",Petrol,5,400 nm
Peugeot,5008,Inline-4,"1,998cc",165hp,200km/h,9.5 sec,"$35,000 ",Diesel,7,400 Nm
Peugeot,508,Inline-4,"1,998cc",180hp,235km/h,8.0 sec,"$35,500 ",Petrol,5,300 Nm
Peugeot,Partner,Diesel I4,"1,560cc",75hp,N/A,12.0 sec,"$22,500 ",Diesel,5,200 Nm
Peugeot,Expert,Diesel I4,"1,997cc",120HP,180km/h,10.0 sec,30.000€,Diesel,3,300 Nm
Peugeot,Boxer,Diesel I4,"2,200cc",140hp,160km/h,11.0 sec,"$32,000 ",Diesel,3,340 Nm
Peugeot,e-208,Electric Motor,50kWh,136hp,N/A,8.1 sec,35.000€,Electric,5,260 Nm
Peugeot,e-2008,Electric Motor,50kWh,136hp,150km/h,8.5 sec,,Electric,5,260 nm
Peugeot,208 GTI,Inline-4,"1,598cc",208hp,230km/h,6.5 sec,"$28,000 ",Petrol,5,300 Nm
Peugeot,308 GTI,Inline-4,"1,598cc",270hp,250km/h,6.0 sec,??,Petrol,,330 Nm
Peugeot,508 PSE ( Sport Engineered),Hybrid I4,"1,598cc(petrol)+ElectricMotor",360hp,250km/h,5.2 sec,"$55,000 ",Hybrid,5,520 nm
Peugeot,308 Allure,Inline-4,"1,199cc",130hp,205km/h,9.3 sec,"$25,000 ",Petrol,5,230 Nm
Peugeot,2008 Allure,Inline-4,"1,199cc",130hp,200km/h,9.7 sec,"$27,000 ",Petrol,5,230 Nm
Peugeot,3008 Allure,Inline-4,"1,499cc",180hp,210km/h,8.0 sec,"$30,000 ",Petrol,5,250 Nm
Peugeot,5008 Allure,Inline-4,"1,499cc",180hp,200km/h,8.5 sec,"$33,000 ",Petrol,7,250 Nm
Peugeot,508 Allure,Inline-4,"1,499cc",180hp,225km/h,8.0 sec,"$35,000 ",Petrol,cinco,250 Nm
Peugeot,3008 GT,Inline-4,"1,598cc",200hp,N/A,7.5 sec,"$35,000 ",petrol,5,280 Nm
Peugeot,508 GT,Inline-4,"1,598cc",225hp,235km/h,6.8 sec,"$40,000 ",Petrol,5,300 Nm
Peugeot,3008 GT Hybrid,Hybrid I4,"1,598cc(petrol)+ElectricMotor",300hp,235km/h,6.0 sec,"$45,000 ",Hybrid,5,400 Nm
Peugeot,5008 GT Hybrid,Hybrid I4,"1,598cc(petrol)+ElectricMotor",300hp,210km/h,6.5 sec,"$48,000 ",Hybrid,7,400 Nm
Peugeot,208 Allure Premium,Inline-4,"1,199cc",130hp,200km/h,9.5 sec,??,Petrol,5,230 Nm
Peugeot,Partner Tepee,Inline-4,"1,560cc",100hp,170km/h,12.0 sec,"$25,000 ",Diesel,5,260 Nm
Peugeot,Expert L2H1,Inline-4,"1,997cc",120hp,160km/h,13.0 sec,"$30,000 ",Diesel,3,320 Nm
Peugeot,Boxer L2H2,Inline-4,"2,200cc",130hp,140km/h,14.0 sec,"$35,000 ",Diesel,3,350 Nm
Peugeot,Partner Electric,Electric Motor,-,136hp,130km/h,9.0 sec,,Electric,5,260Nm
Peugeot,Expert Electric,Electric Motor,-,136hp,130km/h,9.5 sec,"$45,000 ",Electric,5,260 Nm
Peugeot,208 PSE ( Sport Engineered),Hybrid I4,"1,598cc(petrol)+ElectricMotor",225hp,250km/h,5.5 sec,"$45,000 ",Hybrid,5,360 Nm
Peugeot,308 PSE,Hybrid I4,"1,598cc(petrol)+ElectricMotor",360hp,250km/h,5.0 sec,"$55,000 ",Hybrid,5,520 Nm
Peugeot,508 PSE,Hybrid I4,"1,598cc(petrol)+ElectricMotor",360hp,250km/h,5.2 sec,,Hybrid,5,520 Nm
Peugeot,3008 PSE,Hybrid I4,"1,598cc(petrol)+ElectricMotor",300hp,235km/h,6.0 sec,"$50,000 ",Hybrid,cinco,400 Nm
Peugeot,2008 Active,Inline-4,"1,199cc",100hp,190km/h,11.2 sec,"$22,000 ",Petrol,5,205 Nm
Peugeot,3008 Active,Inline-4,"1,499cc",130hp,200km/h,10.0 sec,"$30,000 ",Petrol,5,240 N·m
Peugeot,5008 Active,Inline-4,"1,499cc",130hp,190km/h,10.5 sec,"$33,000 ",Petrol,7,240 Nm
Peugeot,3008 Allure Premium,Inline-4,"1,499cc",130hp,200km/h,9.8 sec,"$32,000 ",Petrol,5,240 Nm
Peugeot,5008 Allure Premium,Inline-4,1499CC,130hp,190km/h,10.2 sec,"$35,000 ",Petrol,7,240 Nm
Peugeot,3008 GT Line,Inline-4,"1,598cc",180hp,210km/h,8.5 sec,"$35,000 ",Petrol,cinco,250 Nm
Peugeot,5008 GT Line,Inline-4,"1,598cc",180hp,200km/h,9.0 sec,"$38,000 ",Petrol,7,250 Nm
Peugeot,2008 GT,Inline-4,1199 cc,130hp,200km/h,9.3 sec,"$25,000 ",Petrol,5,230 Nm
Peugeot,5008 GT,Inline-4,"1,598cc",180hp,210km/h,8.2 sec,"$40,000 ",Petrol,7,250 Nm
Peugeot,508 SW (Station Wagon),Inline-4,"1,598cc",180hp,220km/h,8.4 sec,35.000€,Petrol,5,300 Nm
Peugeot,508 Saloon,Inline-4,"1,598cc",180hp,210km/h,8.6 sec,"$37,000 ",Petrol,5,
Peugeot,308 Saloon,Inline-4,"1,199cc",130hp,200km/h,9.0 sec,"$28,000 ",Petrol,5,230 Nm
Peugeot,301 Sedan,Inline-4,"1,199cc",82hp,180km/h,12.0 sec,"$20,000 ",Petrol,5,115 Nm
Peugeot,208 Sedan,Inline-4,1199CC,100hp,190km/h,11.2 sec,"$22,000 ",Petrol,5,205 Nm
Ford,Fusion (Mondeo),1.5L EcoBoost / 2.0L Hybrid,15002000 cc,160-250hp,N/A,7.5 sec,"$25,000 - $40,000",Petrol/Hybrid,5,200 - 400 Nm
Ford,Taurus,3.5L V6 / 2.0L EcoBoost,"2,000-3,500cc",200-365hp,220km/h,6.5 sec,,Petrol,5,
Ford,Fiesta,1.0L EcoBoost / 1.5L,"1,000-1,500cc",85-200hp,200km/h,7.0 sec,"$15,000 - $25,000",petrol,5,130 - 290 Nm
Ford,Focus,1.0L EcoBoost / 1.5L / 2.0L,"1,000-2,000cc",120-300hp,N/A,6.5 sec,"$20,000 - $30,000",Petrol,5,150 - 400 Nm
Ford,KA+,1.2L Petrol,"1,200cc",70-85hp,165km/h,10.5 sec,"$12,000 - $15,000",Petrol,5,100 - 140 Nm
Ford,EcoSport,1.0L Turbo Inline-3 / 2.0L,"1,000-2,000cc",123-166hp,180km/h,9.0 sec,"$20,000 - $25,000",Petrol,5,170 - 200 Nm
